season,player,pfr_id,tm,age,pos,g,gs,int,tgt,cmp,cmp_percent,yds,yds_cmp,yds_tgt,td,rat,dadot,air,yac,bltz,hrry,qbkd,sk,prss,comb,m_tkl,m_tkl_percent,loaded
2021,Jordan Phillips,PhilJo01,ARI,29,LDE,9,8,0,2,1,0.5,16,16,8,0,77.1,6,11,5,0,4,1,3,8,22,2,0.083,2023-08-21
2021,Amik Robertson,RobeAm00,LV,23,CB,10,2,0,18,13,0.722,145,11.2,8.1,3,135.4,12.6,100,45,1,0,0,0,0,19,4,0.174,2023-08-21
2021,Tedarrell Slaton,SlatTe00,GB,24,DT,17,0,0,1,1,1,7,7,7,0,95.8,4,4,3,0,1,0,1,3,23,2,0.08,2023-08-21
2021,Desmond Trufant,TrufDe00,2TM,31,DB,10,1,0,30,14,0.467,125,8.9,4.2,1,69.4,12.6,110,15,0,0,0,0,0,17,2,0.105,2023-08-21
2021,Stephen Weatherly,WeatSt00,2TM,27,LB,15,1,0,0,0,,0,,,0,,,0,0,2,11,4,2.5,18,23,0,0,2023-08-21
2021,Jarren Williams,WillJa09,NYG,24,CB,6,2,0,21,8,0.381,53,6.6,2.5,0,46.3,7.5,46,7,1,0,0,0,0,18,0,0,2023-08-21
2021,Nick Williams,WillNi01,DET,31,RDE,17,17,0,1,1,1,7,7,7,0,95.8,-5,-5,12,0,5,1,0.5,7,27,2,0.069,2023-08-21
2021,Ahkello Witherspoon,WithAh00,PIT,26,DB,9,3,3,37,14,0.378,233,16.6,6.3,1,35.1,10.8,138,95,1,0,0,0,0,15,6,0.286,2023-08-21
2021,Deandre Baker,BakeDe00,KC,24,DB,8,1,0,24,18,0.75,192,10.7,8,1,111.8,5.9,70,122,1,0,0,0,0,16,3,0.158,2023-08-21
2021,Andre Chachere,ChacAn00,PHI,25,DB,16,1,0,10,8,0.8,157,19.6,15.7,2,158.3,12.3,108,49,1,1,0,0,1,15,4,0.211,2023-08-21
2021,Zaven Collins,CollZa00,ARI,22,DB,17,6,0,14,8,0.571,69,8.6,4.9,1,94,5,17,52,10,1,0,0,1,25,2,0.074,2023-08-21
2021,Dee Delaney,DelaDe00,TB,26,DB,15,2,1,26,19,0.731,227,11.9,8.7,3,121.8,10.5,190,37,2,0,0,0,0,17,3,0.15,2023-08-21
2021,Bud Dupree,DuprAl00,TEN,28,LOLB,11,6,0,5,5,1,106,21.2,21.2,0,118.7,2.2,15,91,15,9,5,3,17,17,0,0,2023-08-21
2021,Demetrius Flannigan-Fowles,FlanDe00,SF,25,DB,17,2,0,11,10,0.909,84,8.4,7.6,0,98.5,1.4,14,70,6,0,0,0,0,29,2,0.065,2023-08-21
2021,Jaylinn Hawkins,HawkJa00,ATL,24,S,14,4,2,19,11,0.579,190,17.3,10,2,87.5,10.7,104,86,8,2,0,0,2,24,5,0.172,2023-08-21
2021,Clay Johnston,JohnCl00,2TM,25,LB,13,1,0,3,2,0.667,30,15,10,0,99.3,-0.3,-6,36,1,0,0,0,0,27,2,0.069,2023-08-21
2021,Christian Jones,JoneCh05,CHI,30,LB,17,1,0,3,3,1,14,4.7,4.7,0,86.1,2,6,8,1,0,0,0,0,24,1,0.04,2023-08-21
2021,Kelvin Joseph,JoseKe02,DAL,21,DB,10,2,0,17,8,0.471,89,11.1,5.2,1,82.7,6.8,14,75,0,0,0,0,0,16,1,0.059,2023-08-21
2021,Nick Kwiatkoski,KwiaNi00,LV,28,LB,8,0,0,7,6,0.857,92,15.3,13.1,0,118.7,10.6,72,20,2,0,0,0,0,21,1,0.045,2023-08-21
2021,CJ Moore,MoorCJ01,DET,26,DB,17,1,1,12,8,0.667,47,5.9,3.9,0,39.2,5.8,20,27,12,0,1,0,1,22,2,0.083,2023-08-21
2021,Anthony Nelson,NelsAn01,TB,24,DE,17,2,0,6,4,0.667,28,7,4.7,1,116.7,2.7,12,16,16,4,5,5,14,22,1,0.043,2023-08-21
2021,Jacob Phillips,PhilJa01,CLE,22,LB,4,1,0,7,4,0.571,13,3.3,1.9,0,62.2,2,4,9,8,1,0,1,2,17,2,0.105,2023-08-21
2021,Alton Robinson,RobiAl03,SEA,23,DE,16,2,0,3,2,0.667,4,2,1.3,0,70.1,-3,-10,14,0,6,2,1,9,22,2,0.083,2023-08-21
2021,Bravvion Roy,RoyxBr00,CAR,25,DT,17,2,0,0,0,,0,,,0,,,0,0,0,1,2,0,3,30,2,0.063,2023-08-21
2021,Montez Sweat,SweaMo00,WAS,25,RDE,10,10,0,1,1,1,14,14,14,0,118.7,10,10,4,8,11,8,5,24,24,3,0.111,2023-08-21
2021,Roderic Teamer,TeamRo00,LV,24,DB,10,2,0,22,13,0.591,134,10.3,6.1,0,76.7,7.7,76,58,5,0,0,0,0,18,5,0.217,2023-08-21
2021,Tershawn Wharton,WharTe00,KC,23,DE,17,1,1,1,1,1,-2,-2,-2,0,39.6,-4,-4,2,1,5,0,2,8,29,3,0.094,2023-08-21
2021,Shawn Williams,WillSh02,ATL,30,DB,6,2,0,8,5,0.625,47,9.4,5.9,1,118.2,9.9,17,30,3,0,0,0,0,23,3,0.115,2023-08-21
2021,Ronald Blair,BlaiRo00,NYJ,28,DE,8,3,0,4,3,0.75,19,6.3,4.8,0,84.4,-2.5,-7,26,2,3,3,1,7,28,1,0.034,2023-08-21
2021,Jonathan Bostic,BostJo00,WAS,30,RLB,4,4,0,13,11,0.846,115,10.5,8.8,1,129.2,6,58,57,10,0,0,0,0,22,3,0.12,2023-08-21
2021,Marlon Davidson,DaviMa01,ATL,23,DE,11,1,1,1,0,0,0,,0,0,0,-5,0,0,0,0,0,1,1,21,1,0.045,2023-08-21
2021,Carl Davis,DaviCa01,NE,29,DT,17,4,0,1,1,1,8,8,8,0,100,-1,-1,9,0,1,0,1,2,19,1,0.05,2023-08-21
2021,Raekwon Davis,DaviRa03,MIA,24,LDT,14,14,0,0,0,,0,,,0,,,0,0,0,1,0,0.5,2,28,4,0.125,2023-08-21
2021,Troy Dye,DyexTr00,MIN,25,LB,17,1,0,2,1,0.5,27,27,13.5,0,95.8,9.5,12,15,1,0,0,0,0,20,1,0.048,2023-08-21
2021,Matthias Farley,FarlMa00,TEN,29,DB,17,0,0,4,3,0.75,37,12.3,9.3,0,103.1,10.8,31,6,1,0,0,0,0,16,0,0,2023-08-21
2021,Tre Herndon,HernTr00,JAX,25,DB,9,3,0,19,18,0.947,181,10.1,9.5,1,123.9,4.4,79,102,9,0,0,0,0,17,4,0.19,2023-08-21
2021,Melvin Ingram,IngrMe00,2TM,32,DE/LDE,15,7,0,7,7,1,58,8.3,8.3,0,101.2,3.6,25,33,49,11,8,2,22,25,4,0.138,2023-08-21
2021,Justin Layne,LaynJu00,PIT,23,DB,17,0,0,4,3,0.75,17,5.7,4.3,0,82.3,7.3,9,8,0,0,0,0,0,16,1,0.059,2023-08-21
2021,Deommodore Lenoir,LenoDe00,SF,22,DB,13,2,0,20,12,0.6,192,16,9.6,2,125.4,15.7,123,69,0,0,0,0,0,17,3,0.15,2023-08-21
2021,Tyler Matakevich,MataTy00,BUF,29,LB,17,0,1,5,5,1,30,6,6,0,52.1,5.4,23,7,1,0,0,0,0,19,1,0.05,2023-08-21
2021,Ifeatu Melifonwu,MeliIf00,DET,22,DB,7,4,0,23,14,0.609,213,15.2,9.3,2,120.4,12.3,133,80,1,1,0,0,1,15,1,0.063,2023-08-21
2021,Rashaan Melvin,MelvRa00,CAR,32,DB,10,2,0,24,13,0.542,187,14.4,7.8,1,93.6,10.1,110,77,1,0,0,0,0,16,4,0.2,2023-08-21
2021,Sharrod Neasman,NeasSh00,NYJ,30,DB,11,1,1,4,1,0.25,43,43,10.8,0,32.3,24.5,37,6,2,0,0,0,0,14,3,0.176,2023-08-21
2021,David Onyemata,OnyeDa00,NO,29,RDT,11,11,0,0,0,,0,,,0,,,0,0,0,6,7,2,16,34,3,0.081,2023-08-21
2021,Michael Pierce,PierMi00,MIN,29,LDT,8,8,0,2,0,0,0,,0,0,39.6,2,0,0,0,3,1,3,7,20,3,0.13,2023-08-21
2021,Bobby Price,PricBo00,DET,23,DB,15,2,0,18,8,0.444,163,20.4,9.1,0,76.9,21.3,128,35,0,0,0,0,0,18,2,0.1,2023-08-21
2021,Christian Ringo,RingCh00,NO,29,DE,14,4,0,0,0,,0,,,0,,,0,0,0,2,3,0,5,26,3,0.103,2023-08-21
2021,Kenny Robinson,RobiKe02,CAR,22,S,10,1,0,5,5,1,83,16.6,16.6,3,158.3,10.8,54,29,1,0,0,0,0,17,2,0.105,2023-08-21
2021,Danny Shelton,ShelDa01,NYG,28,NT,13,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,31,2,0.061,2023-08-21
2021,Shamar Stephen,StepSh00,DEN,30,DT,17,0,0,1,1,1,1,1,1,0,79.2,-6,-6,7,0,2,3,0,5,34,1,0.029,2023-08-21
2021,KVon Wallace,WallKV00,PHI,24,S,13,3,0,8,6,0.75,48,8,6,1,129.2,6,32,16,0,0,0,0,0,15,1,0.063,2023-08-21
2021,Ricardo Allen,AlleRi00,CIN,30,DB,14,1,0,7,6,0.857,65,10.8,9.3,0,105.4,6.6,37,28,5,0,0,0,0,15,1,0.063,2023-08-21
2021,Carlos Basham,BashCa00,BUF,24,DE,8,0,0,1,1,1,10,10,10,0,108.3,1,1,9,0,3,0,2.5,6,18,1,0.053,2023-08-21
2021,Xavier Crawford,CrawXa00,CHI,26,DB,13,2,0,15,11,0.733,142,12.9,9.5,3,142.2,5.5,57,85,4,0,0,0,0,15,3,0.167,2023-08-21
2021,Michael Danna,DannMi00,KC,24,LDE/RDE,17,6,0,6,5,0.833,27,5.4,4.5,0,85.4,-2.3,-11,38,3,4,7,3,14,26,0,0,2023-08-21
2021,Kyler Fackrell,FackKy00,LAC,30,LB,13,1,0,3,3,1,37,12.3,12.3,0,118.1,-3,-9,46,21,4,1,3,8,17,1,0.056,2023-08-21
2021,Ulysees Gilbert,GilbUl00,PIT,24,LB,17,0,0,1,1,1,1,1,1,0,79.2,-4,-4,5,3,0,0,0,0,15,1,0.063,2023-08-21
2021,Carl Granderson,GranCa01,NO,25,DE,15,3,0,3,3,1,14,4.7,4.7,1,125.7,-1.7,-5,19,1,7,5,3,15,25,6,0.194,2023-08-21
2021,Tarron Jackson,JackTa02,PHI,23,DE,17,0,0,0,0,,0,,,0,,,0,0,1,8,0,1,9,18,1,0.053,2023-08-21
2021,Jaleel Johnson,JohnJa09,HOU,27,DT,12,0,0,3,3,1,7,2.3,2.3,0,79.2,-5.7,-17,24,0,2,1,0,3,23,4,0.148,2023-08-21
2021,Patrick Johnson,JohnPa02,PHI,23,DE,17,2,0,4,4,1,13,3.3,3.3,0,80.2,0.5,2,11,4,0,0,0,0,17,1,0.056,2023-08-21
2021,Arden Key,KeyxAr00,SF,25,DE,17,0,0,3,2,0.667,-3,-1.5,-1,0,70.1,-5.3,-8,5,0,1,10,6.5,19,22,2,0.083,2023-08-21
2021,Elijah Lee,LeexEl00,CLE,25,LB,16,0,0,2,2,1,22,11,11,0,112.5,10,20,2,2,0,0,0,0,15,1,0.063,2023-08-21
2021,Star Lotulelei,LotuSt00,BUF,32,RDT,11,8,0,0,0,,0,,,0,,,0,0,0,0,1,3,4,17,1,0.056,2023-08-21
2021,Jacob Martin,MartJa02,HOU,26,LDE,17,14,0,1,0,0,0,,0,0,39.6,-3,0,0,9,13,2,4,19,23,4,0.148,2023-08-21
2021,Blake Martinez,MartBl01,NYG,27,LB,3,3,0,10,10,1,47,4.7,4.7,1,119.6,1.1,11,36,8,0,0,0,0,23,2,0.08,2023-08-21
2021,Pernell McPhee,McPhPe00,BAL,33,DE,10,0,0,2,2,1,14,7,7,0,95.8,1,2,12,18,0,3,1,4,14,2,0.125,2023-08-21
2021,DelShawn Phillips,PhilDe00,NYJ,25,LB,17,1,0,9,9,1,104,11.6,11.6,1,151.9,1.9,17,87,4,1,0,1,2,31,3,0.088,2023-08-21
2021,Robert Rochell,RochRo00,LA,23,LCB,11,5,1,23,14,0.609,183,13.1,8,1,82.3,9.5,124,59,0,0,0,0,0,14,4,0.222,2023-08-21
2021,Richard Sherman,SherRi00,TB,33,DB,5,3,1,17,12,0.706,162,13.5,9.5,0,76.1,11.6,111,51,4,0,0,0,0,11,3,0.214,2023-08-21
2021,Buster Skrine,SkriBu00,2TM,32,DB,7,3,1,23,16,0.696,248,15.5,10.8,0,86.9,12.5,146,102,3,1,0,0,1,17,3,0.15,2023-08-21
2021,James Smith-Williams,SmitJa08,WAS,24,RDE,14,6,0,2,2,1,9,4.5,4.5,0,85.4,0,0,9,1,1,1,2.5,6,30,0,0,2023-08-21
2021,Taylor Stallworth,StalTa00,IND,26,DT,16,1,0,1,1,1,-1,-1,-1,0,79.2,-7,-7,6,0,1,9,3,13,16,0,0,2023-08-21
2021,Armani Watts,WattAr00,KC,25,DB,16,0,0,4,4,1,11,2.8,2.8,0,79.2,0.8,3,8,0,0,0,0,0,19,0,0,2023-08-21
2021,Trae Waynes,WaynTr00,CIN,29,DB,5,4,0,17,12,0.706,161,13.4,9.5,3,140,11.8,127,34,0,0,0,0,0,12,2,0.143,2023-08-21
2021,Kenny Willekes,WillKe06,MIN,24,DE,6,0,0,0,0,,0,,,0,,,0,0,0,3,3,2.5,9,18,1,0.053,2023-08-21
2021,Avery Williams,WillAv02,ATL,23,DB,15,1,0,14,11,0.786,112,10.2,8,1,123.8,5.9,59,53,6,0,3,0,3,22,4,0.154,2023-08-21
2021,Jarrod Wilson,WilsJa00,2TM,27,DB,9,3,0,5,3,0.6,39,13,7.8,0,84.6,11,14,25,5,0,2,1,3,16,2,0.111,2023-08-21
2021,Jahleel Addae,AddaJa00,IND,31,DB,9,1,0,4,4,1,30,7.5,7.5,0,97.9,4.8,19,11,2,1,0,0,1,15,0,0,2023-08-21
2021,Taven Bryan,BryaTa00,JAX,25,DT,15,0,0,0,0,,0,,,0,,,0,0,0,2,6,2,10,15,2,0.118,2023-08-21
2021,Adrian Colbert,ColbAd00,2TM,28,DB,6,3,0,4,3,0.75,40,13.3,10,0,106.2,10.5,20,20,1,0,0,0,0,16,2,0.111,2023-08-21
2021,Dylan Cole,ColeDy00,TEN,27,LB,9,0,0,2,1,0.5,5,5,2.5,0,56.2,1,-3,8,4,0,1,0,1,16,0,0,2023-08-21
2021,Tyeler Davison,DaviTy01,ATL,29,NT,12,11,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,30,0,0,2023-08-21
2021,Tyrel Dodson,DodsTy01,BUF,23,LB,16,0,0,6,5,0.833,36,7.2,6,0,91.7,3,14,22,1,0,0,0,0,15,1,0.063,2023-08-21
2021,Jordan Elliott,ElliJo02,CLE,24,DT,16,3,0,1,1,1,3,3,3,0,79.2,-6,-6,9,0,2,2,0.5,5,26,1,0.037,2023-08-21
2021,Dre Greenlaw,GreeDr00,SF,24,LB,3,2,1,15,10,0.667,63,6.3,4.2,0,47.4,1.5,15,48,4,0,1,0,1,21,2,0.087,2023-08-21
2021,Everson Griffen,GrifEv99,MIN,34,RDE,9,6,0,1,1,1,5,5,5,0,87.5,3,3,2,0,15,6,5,26,15,4,0.211,2023-08-21
2021,Jeff Heath,HeatJe00,NO,30,DB,16,0,0,0,0,,0,,,0,,,0,0,2,1,0,1,2,12,2,0.143,2023-08-21
2021,John Jenkins,JenkJo00,MIA,32,DT,7,2,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,16,1,0.059,2023-08-21
2021,Josh Jones,JoneJo06,2TM,27,DB,10,1,0,4,2,0.5,21,10.5,5.3,0,65.6,17.3,21,0,1,0,0,0,0,16,0,0,2023-08-21
2021,Kingsley Keke,KekeKi00,GB,25,RDE,12,8,0,1,1,1,3,3,3,0,79.2,-2,-2,5,0,2,2,2.5,7,23,1,0.042,2023-08-21
2021,Tyquan Lewis,LewiTy00,IND,26,DE,8,2,1,2,2,1,-1,-0.5,-0.5,0,39.6,-4,-8,7,0,1,3,2.5,7,14,1,0.067,2023-08-21
2021,Jason McCourty,McCoJa99,MIA,34,DB,7,4,0,12,8,0.667,99,12.4,8.3,1,119.8,10.7,77,22,3,0,0,0,0,21,2,0.087,2023-08-21
2021,Takkarist McKinley,McKiTa00,CLE,26,DE,11,2,0,1,1,1,7,7,7,0,95.8,7,7,0,5,7,4,2.5,14,18,1,0.053,2023-08-21
2021,Jonathan Owens,OwenJo01,HOU,26,DB,7,2,1,4,3,0.75,52,17.3,13,0,77.1,21,44,8,0,0,0,0,0,18,2,0.1,2023-08-21
2021,Corey Peters,PeteCo00,ARI,33,NT,14,11,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,24,0,0,2023-08-21
2021,Jason Pinnock,PinnJa01,NYJ,22,CB,12,2,0,9,7,0.778,78,11.1,8.7,1,139.8,10.3,57,21,1,0,0,0,0,16,0,0,2023-08-21
2021,Hassan Ridgeway,RidgHa00,PHI,27,DT,17,1,0,2,2,1,7,3.5,3.5,0,81.2,-6,-12,19,0,3,3,2,8,20,1,0.048,2023-08-21
2021,Isaac Rochell,RochIs00,IND,26,DT,12,0,0,1,1,1,6,6,6,0,91.7,4,4,2,0,1,3,0,4,17,1,0.056,2023-08-21
2021,Anthony Rush,RushAn00,2TM,25,DT/NT,12,6,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,19,1,0.05,2023-08-21
2021,Chapelle Russell,RussCh00,JAX,24,LB,16,1,0,6,5,0.833,16,3.2,2.7,0,79.2,-0.5,1,15,5,0,0,0,0,18,2,0.1,2023-08-21
2021,Teair Tart,TartTe00,TEN,24,NT,11,10,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,16,3,0.158,2023-08-21
2021,Khyiris Tonga,TongKh00,CHI,25,DT,15,2,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,24,4,0.143,2023-08-21
2021,Josh Uche,UcheJo00,NE,23,LB,12,0,0,3,3,1,18,6,6,0,91.7,-0.3,-1,19,14,4,1,3,8,12,0,0,2023-08-21
2021,Jihad Ward,WardJi02,JAX,27,DE,17,1,0,4,4,1,21,5.3,5.3,0,88.5,1.5,6,15,5,5,5,2,12,32,6,0.158,2023-08-21
2021,JJ Watt,WattJ.00,ARI,32,RDE,7,7,0,0,0,,0,,,0,,,0,0,0,7,8,1,16,16,3,0.158,2023-08-21
2021,Jaire Alexander,AlexJa00,GB,24,DB,4,4,1,22,12,0.545,131,10.9,6,2,83.7,10.9,73,58,1,0,0,0,0,13,1,0.071,2023-08-21
2021,Justin Bethel,BethJu00,NE,31,DB,17,0,0,8,6,0.75,86,14.3,10.8,0,109.4,12,59,27,0,0,0,0,0,12,0,0,2023-08-21
2021,Tre Brown,BrowTr03,SEA,24,DB,5,3,0,16,8,0.5,75,9.4,4.7,0,63.3,13.8,60,15,1,1,0,0,1,10,1,0.091,2023-08-21
2021,Adam Butler,ButlAd00,MIA,27,DT,17,1,0,2,2,1,25,12.5,12.5,0,118.7,4,8,17,0,2,4,2,8,17,5,0.227,2023-08-21
2021,Bradley Chubb,ChubBr00,DEN,25,LOLB,7,7,1,3,1,0.333,17,17,5.7,0,13.9,0,0,17,5,7,3,0,10,21,6,0.222,2023-08-21
2021,Cody Davis,DaviCo02,NE,32,DB,17,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,15,1,0.063,2023-08-21
2021,Andrew Dowell,DoweAn00,NO,25,LB,16,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,15,0,0,2023-08-21
2021,Samuel Eguavoen,EguaSa00,MIA,28,LB,17,0,0,4,3,0.75,28,9.3,7,0,93.7,2,5,23,16,3,6,0.5,10,16,3,0.158,2023-08-21
2021,Kaden Elliss,ElliKa00,NO,26,LB,13,1,0,10,9,0.9,128,14.2,12.8,0,118.7,4.1,41,87,14,1,2,1,4,17,2,0.105,2023-08-21
2021,Marquis Haynes,HaynMa01,CAR,28,LB,17,0,0,3,2,0.667,12,6,4,0,74.3,4,11,1,2,3,2,3,8,20,1,0.048,2023-08-21
2021,Mack Hollins,HollMa00,MIA,28,WR,17,3,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,11,1,0.083,2023-08-21
2021,Joe Jackson,JackJo02,CLE,25,DE,12,0,0,0,0,,0,,,0,,,0,0,0,0,1,1.5,3,16,0,0,2023-08-21
2021,Tony Jefferson,JeffTo00,2TM,29,DB,6,0,0,10,6,0.6,52,8.7,5.2,0,73.7,8.4,29,23,8,0,0,1,1,18,1,0.053,2023-08-21
2021,Jordan Jenkins,JenkJo01,HOU,27,LB,11,0,0,2,2,1,14,7,7,1,135.4,-0.5,-1,15,0,4,2,2.5,9,20,0,0,2023-08-21
2021,Miles Killebrew,KillMi00,PIT,28,DB,17,0,0,3,3,1,9,3,3,0,79.2,0,0,9,1,0,0,0,0,13,3,0.188,2023-08-21
2021,Micah Kiser,KiseMi00,2TM,26,LB,11,2,0,1,1,1,3,3,3,0,79.2,-3,-3,6,3,1,0,0,1,19,2,0.095,2023-08-21
2021,Anthony Levine,LeviAn00,BAL,34,DB,17,1,0,6,5,0.833,79,15.8,13.2,0,118.7,13.8,55,24,4,0,0,0,0,12,0,0,2023-08-21
2021,Greg Mabin,MabiGr00,TEN,27,DB,5,2,0,18,8,0.444,69,8.6,3.8,1,73.6,14.7,46,23,0,0,0,0,0,10,2,0.167,2023-08-21
2021,Whitney Mercilus,MercWh00,2TM,31,DE,10,2,0,0,0,,0,,,0,,,0,0,2,4,1,4,9,17,1,0.056,2023-08-21
2021,Ogbonnia Okoronkwo,OkorOg00,LA,26,LB,13,0,0,5,4,0.8,6,1.5,1.2,0,79.2,-1.8,-9,15,19,2,3,2,8,15,4,0.211,2023-08-21
2021,Mike Pennel,PennMi00,ATL,30,DT,10,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,21,1,0.045,2023-08-21
2021,Anthony Pittman,PittAn01,DET,25,LB,17,1,0,5,4,0.8,47,11.8,9.4,0,105.8,3.2,9,38,6,0,1,0,1,18,2,0.1,2023-08-21
2021,Cameron Sample,SampCa00,CIN,22,DE,14,0,0,2,1,0.5,9,9,4.5,0,62.5,-2,-4,13,1,6,3,1.5,11,14,1,0.067,2023-08-21
2021,Joe Thomas,ThomJo04,2TM,30,LB,7,2,0,2,2,1,9,4.5,4.5,0,85.4,-3,-6,15,1,0,0,0,0,13,3,0.188,2023-08-21
2021,Michael Thomas,ThomMi02,CIN,31,DB,8,1,0,5,3,0.6,38,12.7,7.6,0,83.7,13.4,28,10,0,0,0,0,0,18,1,0.053,2023-08-21
2021,Tommy Togiai,TogiTo00,CLE,22,DT,6,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,16,2,0.111,2023-08-21
2021,Payton Turner,TurnPa02,NO,23,DE,5,0,0,0,0,,0,,,0,,,0,0,0,5,2,1,8,12,0,0,2023-08-21
2021,Derrek Tuszka,TuszDe00,PIT,25,DE,15,0,0,2,2,1,8,4,4,1,122.9,3.5,7,1,12,2,1,2,5,18,2,0.1,2023-08-21
2021,Isaac Yiadom,YiadIs00,GB,25,DB,16,1,0,7,6,0.857,110,18.3,15.7,0,118.7,14.7,91,19,1,0,0,0,0,10,0,0,2023-08-21
2021,Blessuan Austin,AustBl00,SEA,25,DB,11,1,0,10,7,0.7,79,11.3,7.9,0,93.3,10.3,41,38,0,0,0,0,0,10,4,0.286,2023-08-21
2021,Josiah Bronson,BronJo01,2TM,24,DT,7,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,12,1,0.077,2023-08-21
2021,Jonathan Bullard,BullJo00,ATL,28,DE,9,4,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,21,0,0,2023-08-21
2021,Keion Crossen,CrosKe00,NYG,25,DB,16,0,0,2,1,0.5,15,15,7.5,0,75,14.5,13,2,2,0,0,1,1,13,0,0,2023-08-21
2021,AJ Epenesa,EpenAJ00,BUF,23,DE,14,0,0,0,0,,0,,,0,,,0,0,1,5,7,1.5,14,14,4,0.222,2023-08-21
2021,Clelin Ferrell,FerrCl00,LV,24,DE,16,0,0,0,0,,0,,,0,,,0,0,0,4,4,1.5,10,14,1,0.067,2023-08-21
2021,Leki Fotu,FotuLe00,ARI,23,DT,17,3,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,19,2,0.095,2023-08-21
2021,Joe Gaziano,GaziJo01,LAC,25,DE,14,1,0,1,1,1,0,0,0,0,79.2,0,0,0,0,3,2,0,5,13,1,0.071,2023-08-21
2021,Luke Gifford,GiffLu00,DAL,26,LB,16,0,0,4,3,0.75,9,3,2.3,0,77.1,-0.5,-12,21,1,0,0,0,0,11,0,0,2023-08-21
2021,TaQuon Graham,GrahTa00,ATL,23,RDE,13,5,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,15,2,0.118,2023-08-21
2021,TJ Green,GreeT.00,2TM,26,DB,7,1,0,18,15,0.833,201,13.4,11.2,3,152.8,12,160,41,0,0,0,0,0,13,3,0.188,2023-08-21
2021,Jerry Hughes,HughJe99,BUF,33,RDE,17,16,0,2,1,0.5,1,1,0.5,0,56.2,3.5,-7,8,2,19,4,2,26,18,7,0.28,2023-08-21
2021,Jaquan Johnson,JohnJa11,BUF,26,DB,17,1,1,3,3,1,41,13.7,13.7,1,118.7,10,30,11,0,0,0,0,0,14,2,0.125,2023-08-21
2021,Jessie Lemonier,LemoJe00,DET,24,DE,7,2,0,1,1,1,4,4,4,0,83.3,-2,-2,6,11,3,1,1.5,6,15,1,0.063,2023-08-21
2021,Josh Metellus,MeteJo00,MIN,23,S,16,0,0,5,2,0.4,31,15.5,6.2,0,61.2,14.6,26,5,1,1,0,0,1,13,0,0,2023-08-21
2021,Efe Obada,ObadEf00,BUF,29,DE,10,1,0,1,0,0,0,,0,0,39.6,-7,0,0,0,1,6,3.5,11,12,3,0.2,2023-08-21
2021,Michael Ojemudia,OjemMi00,DEN,24,CB,2,1,0,13,7,0.538,45,6.4,3.5,0,61.4,10.1,24,21,0,0,0,0,0,11,0,0,2023-08-21
2021,Kevin Pierre-Louis,PierKe00,HOU,30,LB,9,1,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,10,0,0,2023-08-21
2021,Chris Rumph,RumpCh00,LAC,23,LB,16,0,0,1,1,1,1,1,1,0,79.2,-4,-4,5,3,2,2,1,5,19,0,0,2023-08-21
2021,Josiah Scott,ScotJo00,PHI,22,CB,13,0,0,9,6,0.667,86,14.3,9.6,1,134.5,10.9,63,23,0,0,0,1,1,12,0,0,2023-08-21
2021,Jamien Sherwood,SherJa00,NYJ,21,DB,5,4,0,4,2,0.5,24,12,6,0,68.7,-1.8,7,17,7,0,0,0,0,15,1,0.063,2023-08-21
2021,Julian Stanford,StanJu00,CAR,31,LB,17,0,0,2,1,0.5,-7,-7,-3.5,0,56.2,15.5,-8,1,3,0,0,0,0,14,0,0,2023-08-21
2021,Grant Stuard,StuaGr00,TB,23,LB,17,0,0,3,2,0.667,9,4.5,3,0,70.1,1.3,6,3,2,0,0,0,0,15,0,0,2023-08-21
2021,Ty Summers,SummTy00,GB,26,LB,14,0,0,3,3,1,18,6,6,0,91.7,1,3,15,0,0,0,0,0,9,1,0.1,2023-08-21
2021,Danny Trevathan,TrevDa00,CHI,31,LB,5,1,0,4,4,1,27,6.8,6.8,1,134.4,3,12,15,1,0,0,0,0,19,2,0.095,2023-08-21
2021,Broderick Washington,WashBr01,BAL,25,DT,14,2,0,1,1,1,-1,-1,-1,0,79.2,-2,-2,1,0,0,2,1,3,16,1,0.059,2023-08-21
2021,Montravius Adams,AdamMo00,2TM,26,DT,10,5,0,4,2,0.5,7,3.5,1.8,0,56.2,0,2,5,0,3,3,0,6,15,2,0.118,2023-08-21
2021,Breon Borders,BordBr00,2TM,26,DB,12,0,0,11,5,0.455,105,21,9.5,2,119.3,18.1,98,7,0,0,0,0,0,8,1,0.111,2023-08-21
