Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards,-9999
323,Chase Claypool,25,2TM,WR,12,2,1.75,0.67,6.42,9.6,0.08,0.33,23.8,20.0,0.7,6.4,38.1,3.7,0.0,,ClayCh01
324,Chase Claypool,25,CHI,WR,3,2,4.67,1.33,17.0,12.8,0.33,1.0,21.4,20.0,1.3,17.0,28.6,3.6,0.0,,ClayCh01
325,Chase Claypool,25,MIA,WR,9,0,0.78,0.44,2.89,6.5,0.0,0.11,28.6,15.0,0.4,2.9,57.1,3.7,0.0,,ClayCh01
333,Charlie Jones,25,CIN,WR,11,0,0.82,0.64,5.82,9.1,0.0,0.27,44.4,35.0,0.6,5.8,77.8,7.1,0.0,,JoneCh11
335,Jalen Reagor,24,NWE,WR,11,1,2.09,0.64,12.5,19.7,0.0,0.45,21.7,39.0,0.6,12.5,30.4,6.0,0.0,,ReagJa00
342,Ronnie Bell,23,SFO,WR,17,0,0.76,0.35,4.0,11.3,0.18,0.29,46.2,20.0,0.4,4.0,46.2,5.2,0.06,,BellRo01
344,Jalen Brooks,23,DAL,WR,7,0,0.86,0.86,9.14,10.7,0.0,0.57,83.3,24.0,0.9,9.1,100.0,10.7,0.0,,BrooJa03
346,Keelan Doss,27,LAC,WR,5,0,2.6,1.2,6.6,5.5,0.0,0.2,23.1,9.0,1.2,6.6,46.2,2.5,0.0,,DossKe00
352,Justyn Ross,24,KAN,WR,10,1,1.1,0.6,5.3,8.8,0.0,0.2,45.5,20.0,0.6,5.3,54.5,4.8,0.0,,RossJu00
356,Jason Brownlee,24,NYJ,WR,7,5,1.14,0.71,8.0,11.2,0.14,0.29,50.0,24.0,0.7,8.0,62.5,7.0,0.0,,BrowJa07
357,Randall Cobb,33,NYJ,WR,11,1,1.55,0.45,3.55,7.8,0.09,0.27,17.6,15.0,0.5,3.5,29.4,2.3,0.0,,CobbRa00
363,Marvin Jones,33,DET,WR,6,4,1.67,0.83,5.83,7.0,0.0,0.33,30.0,16.0,0.8,5.8,50.0,3.5,0.17,,JoneMa02
364,Keith Kirkwood,29,NOR,WR,13,4,0.69,0.38,2.85,7.4,0.08,0.23,44.4,13.0,0.4,2.8,55.6,4.1,0.0,,KirkKe00
366,David Moore,28,TAM,WR,7,0,1.0,0.71,13.4,18.8,0.14,0.43,71.4,52.0,0.7,13.4,71.4,13.4,0.0,,MoorDa03
370,Equanimeous St. Brown,27,CHI,WR,7,2,0.86,0.71,8.86,12.4,0.0,0.43,83.3,21.0,0.7,8.9,83.3,10.3,0.0,,St.BEq00
378,DeAndre Carter,30,LVR,WR,17,1,0.41,0.24,2.29,9.8,0.0,0.0,28.6,16.0,0.2,2.3,57.1,5.6,0.12,,CartDe02
379,Robbie Chosen,30,MIA,WR,9,0,0.67,0.44,14.0,31.5,0.11,0.33,66.7,68.0,0.4,14.0,66.7,21.0,0.0,,AndeRo04
381,Britain Covey,26,PHI,WR,16,0,0.38,0.25,2.63,10.5,0.0,0.13,66.7,22.0,0.3,2.6,66.7,7.0,0.13,,CoveBr00
382,Devin Duvernay,26,BAL,WR,13,1,0.69,0.31,1.38,4.5,0.0,0.0,11.1,10.0,0.3,1.4,44.4,2.0,0.0,,DuveDe00
383,Marquise Goodwin,33,CLE,WR,12,0,1.08,0.33,5.58,16.8,0.0,0.08,7.7,57.0,0.3,5.6,30.8,5.2,0.0,,GoodMa00
386,Rakim Jarrett,22,TAM,WR,10,0,0.9,0.4,6.0,15.0,0.0,0.1,33.3,41.0,0.4,6.0,44.4,6.7,0.0,,JarrRa00
387,Velus Jones Jr.,26,CHI,WR,14,0,0.5,0.29,1.43,5.0,0.0,0.07,42.9,11.0,0.3,1.4,57.1,2.9,0.0,,JoneVe00
389,Zach Pascal,29,ARI,WR,14,1,1.07,0.29,1.36,4.8,0.0,0.07,20.0,9.0,0.3,1.4,26.7,1.3,0.0,,PascZa00
392,Austin Trammell,25,LAR,WR,16,0,0.44,0.25,1.81,7.3,0.0,0.13,28.6,14.0,0.3,1.8,57.1,4.1,0.19,,TramAu00
397,Miles Boykin,27,PIT,WR,17,0,0.24,0.18,1.0,5.7,0.0,0.0,50.0,6.0,0.2,1.0,75.0,4.3,0.0,,BoykMi00
399,Chris Conley,31,SFO,WR,8,0,0.75,0.38,8.63,23.0,0.0,0.25,33.3,48.0,0.4,8.6,50.0,11.5,0.0,,ConlCh00
400,Elijah Cooks,25,JAX,WR,9,0,0.44,0.33,4.22,12.7,0.0,0.22,50.0,23.0,0.3,4.2,75.0,9.5,0.0,,CookEl00
407,D.J. Montgomery,27,IND,WR,7,0,1.14,0.43,8.0,18.7,0.14,0.43,37.5,34.0,0.4,8.0,37.5,7.0,0.0,,MontDJ01
408,Jalen Nailor,24,MIN,WR,6,1,1.0,0.5,4.83,9.7,0.0,0.17,33.3,16.0,0.5,4.8,50.0,4.8,0.0,,NailJa00
412,Steven Sims,26,HOU,WR,3,0,1.0,1.0,8.33,8.3,0.0,0.33,33.3,23.0,1.0,8.3,100.0,8.3,0.0,,SimsSt00
415,Kayshon Boutte,21,NWE,WR,5,0,1.4,0.4,3.8,9.5,0.0,0.2,28.6,11.0,0.4,3.8,28.6,2.7,0.0,,BoutKa00
422,Trishton Jackson,25,MIN,WR,7,0,0.57,0.29,1.29,4.5,0.0,0.0,0.0,7.0,0.3,1.3,50.0,2.3,0.0,,JackTr02
423,Tyler Johnson,25,LAR,WR,1,0,3.0,2.0,8.0,4.0,1.0,1.0,33.3,8.0,2.0,8.0,66.7,2.7,0.0,,JohnTy00
432,Willie Snead,31,SFO,WR,4,0,0.75,0.5,3.5,7.0,0.0,0.0,66.7,9.0,0.5,3.5,66.7,4.7,0.0,,SneaWi00
433,Malik Taylor,28,NYJ,WR,3,0,1.33,0.67,4.33,6.5,0.0,0.0,25.0,7.0,0.7,4.3,50.0,3.3,0.0,,TaylMa01
443,Colton Dowell,24,TEN,WR,10,1,0.2,0.1,0.3,3.0,0.0,0.0,0.0,3.0,0.1,0.3,50.0,1.5,0.0,,DoweCo00
447,Simi Fehoko,26,LAC,WR,6,0,0.33,0.17,1.5,9.0,0.17,0.17,50.0,9.0,0.2,1.5,50.0,4.5,0.0,,FehoSi00
454,Antoine Green,24,DET,WR,9,0,0.22,0.11,0.22,2.0,0.0,0.0,0.0,2.0,0.1,0.2,50.0,1.0,0.0,,GreeAn00
459,Collin Johnson,26,CHI,WR,3,0,0.33,0.33,3.67,11.0,0.0,0.33,100.0,11.0,0.3,3.7,100.0,11.0,0.0,,JohnCo01
462,Mason Kinsey,25,TEN,WR,6,0,0.17,0.17,1.0,6.0,0.0,0.0,0.0,6.0,0.2,1.0,100.0,6.0,0.0,,KinsMa00
464,Kwamie Lassiter II,25,CIN,WR,1,0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,100.0,2.0,0.0,,LassKw00
466,Gunner Olszewski,27,PIT,WR,2,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,100.0,0.0,1.0,,OlszGu00
478,Mike Strachan,26,CAR,WR,4,1,0.75,0.25,11.3,45.0,0.0,0.25,33.3,45.0,0.3,11.3,33.3,15.0,0.0,,StraMi03
480,Cody Thompson,27,SEA,WR,7,0,0.14,0.14,1.43,10.0,0.0,0.0,0.0,10.0,0.1,1.4,100.0,10.0,0.0,,ThomCo04
481,Laquon Treadwell,28,BAL,WR,5,1,0.6,0.2,3.2,16.0,0.0,0.2,33.3,16.0,0.2,3.2,33.3,5.3,0.0,,TreaLa00
483,Tylan Wallace,24,BAL,WR,11,0,0.18,0.09,1.0,11.0,0.0,0.09,50.0,11.0,0.1,1.0,50.0,5.5,0.0,,WallTy00
496,Damiere Byrd,30,ATL,WR,1,0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,ByrdDa00
499,Irvin Charles,26,NYJ,WR,12,0,0.08,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,CharIr00
510,Phillip Dorsett,30,DEN,WR,2,1,1.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,DorsPh00
512,D'Wayne Eskridge,26,SEA,WR,4,0,0.25,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,EskrDW00
514,Erik Ezukanma,23,MIA,WR,2,0,0.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,EzukEr00
534,Shedrick Jackson,24,CIN,WR,5,0,0.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,JackSh01
560,James Proche,27,CLE,WR,10,1,0.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,,ProcJa00
564,Amari Rodgers,24,IND,WR,3,0,0.67,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,RodgAm00
576,Trent Taylor,29,CHI,WR,17,0,0.12,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.12,,TaylTr02
595,Juwann Winfree,27,IND,WR,8,1,0.13,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,WinfJu00
